wine_type,citric acid,fixed acidity,volatile acidity,residual sugar,chlorides,sulphates,free sulfur dioxide,total sulfur dioxide,density,pH,alcohol,quality,quality_label
white wine,0.23,6.3,0.17,5.7,0.048,0.54,44.0,147.0,0.99382,3.08,10.0,5,low quality
red wine,0.1,6.9,0.49,2.3,0.07400000000000001,0.58,12.0,30.0,0.9959,3.42,10.2,6,medium quality
red wine,0.0,8.3,0.53,1.4,0.07,0.64,6.0,14.0,0.99593,3.25,10.0,6,medium quality
white wine,0.09,5.5,0.42,1.6,0.019,0.51,18.0,68.0,0.9906,3.33,11.4,7,medium quality
red wine,0.38,9.9,0.35,1.5,0.057999999999999996,0.82,31.0,47.0,0.9967600000000001,3.26,10.6,7,medium quality
white wine,0.26,7.4,0.22,8.8,0.027000000000000003,0.41,23.0,112.0,0.9931,2.98,11.4,6,medium quality
white wine,0.44,6.4,0.16,1.2,0.051,0.75,39.0,122.0,0.9905799999999999,3.11,11.3,7,medium quality
white wine,0.27,6.1,0.28,4.7,0.03,0.42,56.0,140.0,0.9904200000000001,3.16,12.5,8,high quality
white wine,0.27,6.0,0.28,4.1,0.046,0.56,50.0,147.0,0.99126,3.27,11.6,6,medium quality
red wine,0.21,6.8,0.68,2.1,0.07,0.6,9.0,23.0,0.99546,3.38,10.3,5,low quality
white wine,0.2,6.5,0.25,1.4,0.024,0.54,29.0,101.0,0.9916,3.24,10.8,6,medium quality
white wine,0.3,6.8,0.22,13.6,0.055,0.39,50.0,180.0,0.9984,3.44,9.8,5,low quality
red wine,0.34,7.5,0.27,2.3,0.05,0.64,4.0,8.0,0.9951,3.4,11.0,7,medium quality
red wine,0.32,7.8,0.43,2.8,0.08,0.64,29.0,58.0,0.9974,3.31,10.3,5,low quality
white wine,0.33,6.5,0.17,1.4,0.027999999999999997,0.55,14.0,99.0,0.9928,3.23,10.1,6,medium quality
white wine,0.25,6.2,0.34,12.1,0.059000000000000004,0.56,33.0,171.0,0.99769,3.14,8.7,6,medium quality
red wine,0.19,7.4,0.785,5.2,0.094,0.52,19.0,98.0,0.99713,3.16,9.56666666666667,6,medium quality
white wine,0.31,6.6,0.21,11.4,0.039,0.44,46.0,165.0,0.99795,3.41,9.8,7,medium quality
white wine,0.3,8.2,0.22,1.8,0.047,0.5,47.0,185.0,0.9933,3.13,10.2,6,medium quality
white wine,0.22,7.4,0.32,1.7,0.051,0.69,50.0,179.0,0.9955,3.28,8.9,5,low quality
white wine,0.47,7.1,0.31,13.6,0.055999999999999994,0.49,54.0,197.0,0.9978,3.1,9.3,5,low quality
red wine,0.04,5.6,0.54,1.7,0.049,0.58,5.0,13.0,0.9942,3.72,11.4,5,low quality
red wine,0.25,9.8,0.88,2.5,0.10400000000000001,0.67,35.0,155.0,1.001,3.41,11.2,5,low quality
red wine,0.0,7.3,0.66,2.0,0.084,0.96,6.0,23.0,0.9983,3.61,9.9,6,medium quality
white wine,0.38,7.0,0.3,14.9,0.032,0.61,60.0,181.0,0.9983,3.18,9.3,7,medium quality
white wine,0.26,6.0,0.19,12.4,0.048,0.36,50.0,147.0,0.9972,3.3,8.9,6,medium quality
white wine,0.32,7.3,0.49,5.2,0.043,0.45,18.0,104.0,0.9952,3.24,10.7,4,low quality
red wine,0.06,6.8,0.91,2.0,0.06,0.64,4.0,11.0,0.99592,3.53,10.9,4,low quality
white wine,0.74,7.3,0.3,13.5,0.039,0.4,46.0,165.0,0.9982,3.02,8.7,5,low quality
white wine,0.36,8.3,0.14,8.8,0.026000000000000002,0.35,13.0,60.0,0.9956,3.13,11.05,5,low quality
white wine,0.29,7.1,0.32,4.0,0.038,0.64,33.0,170.0,0.9946299999999999,3.27,10.2,6,medium quality
white wine,0.31,7.0,0.39,5.3,0.16899999999999998,0.48,32.0,162.0,0.9965,3.2,9.4,5,low quality
white wine,0.3,6.3,0.23,1.8,0.033,0.4,16.0,91.0,0.9906,3.28,11.8,6,medium quality
white wine,0.36,7.2,0.36,5.7,0.038,0.59,26.0,98.0,0.9914,2.93,12.5,7,medium quality
white wine,0.1,7.2,0.615,1.4,0.068,0.48,25.0,154.0,0.9949899999999999,3.2,9.7,4,low quality
white wine,0.32,6.7,0.32,1.7,0.031,0.35,31.0,114.0,0.98946,3.12,12.5,6,medium quality
red wine,0.23,6.5,0.39,8.3,0.051,0.55,28.0,91.0,0.9952,3.44,12.1,6,medium quality
red wine,0.69,11.9,0.39,2.8,0.095,0.61,17.0,35.0,0.9994,3.1,10.8,6,medium quality
red wine,0.24,10.4,0.64,2.8,0.105,0.67,29.0,53.0,0.9998,3.24,9.9,5,low quality
red wine,0.0,8.1,0.87,3.3,0.096,0.72,26.0,61.0,1.00025,3.6,9.8,4,low quality
white wine,0.38,6.2,0.19,5.1,0.019,0.36,22.0,82.0,0.98961,3.05,12.5,6,medium quality
white wine,0.28,8.0,0.26,8.2,0.038,0.56,72.0,202.0,0.99566,3.12,10.0,6,medium quality
white wine,0.34,8.9,0.21,7.1,0.037000000000000005,0.45,33.0,150.0,0.9962,3.1,9.7,6,medium quality
white wine,0.32,7.1,0.12,9.6,0.054000000000000006,0.41,64.0,162.0,0.9962,3.4,9.4,5,low quality
red wine,0.29,7.4,0.36,2.6,0.087,0.68,26.0,72.0,0.99645,3.39,11.0,5,low quality
white wine,0.09,4.7,0.67,1.0,0.02,0.34,5.0,9.0,0.9872200000000001,3.3,13.6,5,low quality
white wine,0.49,7.9,0.12,5.2,0.049,0.47,33.0,152.0,0.9952,3.18,10.6,6,medium quality
red wine,0.18,7.2,0.5,2.1,0.071,0.72,12.0,31.0,0.99761,3.52,9.6,6,medium quality
white wine,0.25,6.9,0.38,9.8,0.04,0.61,28.0,191.0,0.9971,3.28,9.2,5,low quality
red wine,0.0,7.8,0.64,1.9,0.07200000000000001,0.63,27.0,55.0,0.9962,3.31,11.0,5,low quality
white wine,0.27,6.8,0.21,18.15,0.042,0.36,41.0,146.0,1.0001,3.3,8.7,5,low quality
white wine,0.29,6.0,0.28,19.3,0.051,0.5,36.0,174.0,0.99911,3.14,9.0,5,low quality
red wine,0.02,8.3,1.02,3.4,0.084,0.49,6.0,11.0,0.99892,3.48,11.0,3,low quality
red wine,0.41,9.5,0.39,8.9,0.069,0.81,18.0,39.0,0.99859,3.29,10.9,7,medium quality
white wine,0.44,8.8,0.33,6.35,0.024,0.4,9.0,87.0,0.9917,2.96,12.6,7,medium quality
white wine,0.36,7.5,0.33,2.6,0.051,0.53,26.0,126.0,0.99097,3.32,12.7,6,medium quality
white wine,0.28,6.8,0.45,26.05,0.031,0.42,27.0,122.0,1.00295,3.06,10.6,6,medium quality
white wine,0.32,7.0,0.28,1.7,0.038,0.62,27.0,128.0,0.99375,3.2,10.2,6,medium quality
white wine,0.37,6.8,0.27,8.2,0.055,0.52,52.0,192.0,0.9958600000000001,3.11,9.5,6,medium quality
white wine,0.28,8.5,0.23,11.1,0.033,0.39,30.0,97.0,0.9950700000000001,3.03,10.5,7,medium quality
white wine,0.29,6.6,0.38,2.4,0.136,0.6,15.0,93.0,0.99336,3.18,9.5,5,low quality
red wine,0.23,10.4,0.55,2.7,0.091,0.64,18.0,48.0,0.9994,3.22,10.3,6,medium quality
white wine,0.31,6.5,0.18,1.7,0.044000000000000004,0.5,30.0,127.0,0.9928,3.49,10.2,7,medium quality
white wine,0.39,10.0,0.2,1.4,0.05,0.42,19.0,152.0,0.9940000000000001,3.0,10.4,6,medium quality
white wine,0.28,7.2,0.25,14.4,0.055,0.38,55.0,205.0,0.9986,3.12,9.0,7,medium quality
white wine,0.46,7.1,0.3,1.5,0.066,0.54,29.0,133.0,0.9906,3.12,12.7,6,medium quality
white wine,0.4,7.1,0.13,1.2,0.047,0.97,54.0,134.0,0.9932,3.3,9.8,7,medium quality
white wine,0.34,6.2,0.235,1.9,0.036000000000000004,0.44,4.0,117.0,0.9903200000000001,3.4,12.2,5,low quality
white wine,0.49,8.3,0.2,1.7,0.04,0.37,34.0,169.0,0.9938,3.05,10.1,5,low quality
white wine,0.32,6.2,0.16,1.1,0.036000000000000004,0.41,74.0,184.0,0.9909600000000001,3.22,11.0,6,medium quality
white wine,0.33,7.2,0.15,1.1,0.027000000000000003,0.4,16.0,63.0,0.9937,3.37,9.9,5,low quality
white wine,0.27,7.6,0.4,5.2,0.03,0.62,32.0,101.0,0.99172,3.22,12.3,7,medium quality
red wine,0.0,7.7,0.835,2.6,0.081,0.52,6.0,14.0,0.9975,3.3,9.3,5,low quality
white wine,0.33,6.0,0.26,4.35,0.04,0.5,15.0,80.0,0.98934,3.29,12.7,6,medium quality
white wine,0.3,6.1,0.33,3.0,0.036000000000000004,0.4,30.0,124.0,0.9892200000000001,3.31,13.1,7,medium quality
white wine,0.3,8.3,0.23,2.1,0.049,0.5,21.0,153.0,0.9953,3.09,9.6,6,medium quality
white wine,0.49,7.0,0.29,3.8,0.047,0.4,37.0,136.0,0.9938,2.95,9.4,6,medium quality
white wine,0.27,6.4,0.31,7.4,0.049,0.45,48.0,169.0,0.99323,3.27,11.1,6,medium quality
white wine,0.37,6.8,0.32,3.4,0.023,0.53,19.0,87.0,0.9902,3.14,12.7,6,medium quality
white wine,0.35,6.4,0.1,4.9,0.048,0.79,31.0,103.0,0.9947,3.43,9.7,6,medium quality
red wine,0.0,6.8,0.785,2.4,0.10400000000000001,0.55,14.0,30.0,0.9966,3.52,10.7,6,medium quality
white wine,0.49,6.7,0.33,1.6,0.16699999999999998,0.5,20.0,94.0,0.9914,3.11,11.4,6,medium quality
red wine,0.3,7.2,0.38,1.8,0.073,0.59,31.0,70.0,0.99685,3.42,9.5,6,medium quality
red wine,0.4,8.5,0.34,4.7,0.055,0.66,3.0,9.0,0.9973799999999999,3.38,11.6,7,medium quality
white wine,0.3,6.9,0.17,2.0,0.047,0.51,13.0,117.0,0.9915200000000001,3.16,11.6,6,medium quality
white wine,0.42,8.6,0.2,1.5,0.040999999999999995,0.49,35.0,125.0,0.9925,3.11,11.4,7,medium quality
red wine,0.0,6.8,0.67,1.9,0.08,0.74,22.0,39.0,0.9970100000000001,3.4,9.7,5,low quality
white wine,0.36,6.9,0.34,1.4,0.032,0.52,13.0,145.0,0.9921399999999999,3.07,9.8,5,low quality
red wine,0.32,6.0,0.33,12.9,0.054000000000000006,0.56,6.0,113.0,0.99572,3.3,11.5,4,low quality
red wine,0.53,8.9,0.48,4.0,0.10099999999999999,0.59,3.0,10.0,0.9958600000000001,3.21,12.1,7,medium quality
white wine,0.32,6.7,0.31,14.5,0.038,0.34,6.0,79.0,0.9941200000000001,3.14,12.5,5,low quality
red wine,0.44,10.3,0.43,2.4,0.214,0.63,5.0,12.0,0.9994,3.19,9.5,6,medium quality
white wine,0.14,6.2,0.36,8.9,0.036000000000000004,0.5,38.0,155.0,0.9962200000000001,3.27,9.4,5,low quality
white wine,0.27,6.1,0.34,2.6,0.024,0.67,20.0,105.0,0.9906,3.4,12.2,7,medium quality
white wine,0.32,7.0,0.3,6.4,0.034,0.44,28.0,97.0,0.9924,3.23,11.8,6,medium quality
white wine,0.35,6.5,0.28,9.8,0.067,0.57,61.0,180.0,0.9972,3.15,9.0,4,low quality
white wine,0.33,5.4,0.255,1.2,0.051,0.66,29.0,122.0,0.9904799999999999,3.37,11.3,6,medium quality
white wine,0.38,6.6,0.39,9.7,0.053,0.57,49.0,226.0,0.99787,3.3,9.4,6,medium quality
red wine,0.12,7.5,0.4,3.0,0.092,0.7,29.0,53.0,0.9967,3.37,10.3,6,medium quality
white wine,0.13,5.9,0.415,1.4,0.04,0.52,11.0,64.0,0.9922,3.29,10.5,5,low quality
red wine,0.33,7.9,0.5,2.0,0.084,0.55,15.0,143.0,0.9968,3.2,9.5,5,low quality
white wine,0.3,5.9,0.17,1.4,0.042,0.72,25.0,119.0,0.9931,3.68,10.5,6,medium quality
red wine,0.59,9.4,0.33,2.8,0.079,0.54,9.0,30.0,0.9976,3.12,12.0,6,medium quality
white wine,0.17,6.9,0.32,7.6,0.042,0.4,69.0,219.0,0.9959,3.13,8.9,5,low quality
white wine,0.2,7.1,0.36,1.6,0.271,0.63,24.0,140.0,0.99356,3.11,9.8,5,low quality
white wine,0.21,6.2,0.25,15.55,0.039,0.64,28.0,159.0,0.9982,3.48,9.6,6,medium quality
white wine,0.02,6.5,0.48,0.9,0.043,0.47,32.0,99.0,0.99226,3.14,9.8,4,low quality
white wine,0.28,6.5,0.22,3.7,0.059000000000000004,0.41,29.0,151.0,0.99177,3.23,12.1,7,medium quality
white wine,0.34,6.7,0.11,8.8,0.043,0.4,41.0,113.0,0.9962,3.42,9.3,7,medium quality
white wine,0.5,6.7,0.3,12.1,0.045,0.53,38.0,127.0,0.9974,3.04,8.9,6,medium quality
white wine,0.48,8.3,0.16,1.7,0.057,0.41,31.0,98.0,0.9943,3.15,10.3,6,medium quality
white wine,0.33,8.3,0.25,2.5,0.053,0.48,12.0,72.0,0.9940399999999999,2.89,9.5,5,low quality
white wine,0.22,6.3,0.18,1.5,0.043,0.48,45.0,155.0,0.9923799999999999,3.19,10.2,5,low quality
white wine,0.26,6.7,0.11,14.8,0.053,0.35,44.0,95.0,0.9967600000000001,3.2,9.8,6,medium quality
red wine,0.22,8.0,0.6,2.1,0.08,0.49,25.0,105.0,0.99613,3.3,9.9,5,low quality
red wine,0.56,7.5,0.58,3.1,0.153,1.03,5.0,14.0,0.9947600000000001,3.21,11.6,6,medium quality
white wine,0.36,7.2,0.21,15.7,0.045,0.76,68.0,183.0,0.9992200000000001,3.25,9.4,5,low quality
white wine,0.58,8.1,0.19,16.65,0.049,0.62,48.0,181.0,1.0006,3.2,9.1,6,medium quality
white wine,0.31,6.5,0.43,3.6,0.046,0.34,19.0,143.0,0.9902200000000001,3.15,12.0,8,high quality
white wine,0.27,6.5,0.13,2.6,0.035,0.76,32.0,76.0,0.9914,3.21,11.333333333333302,6,medium quality
white wine,0.19,6.7,0.18,4.7,0.046,0.66,57.0,161.0,0.9946,3.32,10.5,6,medium quality
white wine,0.47,5.4,0.31,3.0,0.053,0.76,46.0,144.0,0.9931,3.29,10.0,5,low quality
white wine,0.38,5.9,0.22,1.3,0.046,0.47,24.0,90.0,0.9923200000000001,3.2,10.0,6,medium quality
white wine,0.19,6.4,0.27,1.9,0.085,0.64,21.0,196.0,0.99516,3.49,9.5,4,low quality
red wine,0.17,7.0,0.56,1.7,0.065,0.68,15.0,24.0,0.9951399999999999,3.44,10.55,7,medium quality
white wine,0.31,7.0,0.35,1.8,0.069,0.47,15.0,162.0,0.9944,3.18,9.4,5,low quality
red wine,0.23,7.7,0.67,2.1,0.08800000000000001,0.48,17.0,96.0,0.9962,3.32,9.5,5,low quality
white wine,0.34,6.7,0.21,1.5,0.035,0.36,45.0,123.0,0.98949,3.24,12.6,7,medium quality
white wine,0.27,6.6,0.41,10.7,0.11,0.41,20.0,103.0,0.99672,3.08,9.0,6,medium quality
white wine,0.26,6.6,0.32,7.7,0.054000000000000006,0.45,56.0,209.0,0.9961,3.17,8.8,5,low quality
white wine,0.26,6.5,0.28,8.8,0.04,0.37,44.0,139.0,0.9956,3.32,10.2,6,medium quality
white wine,0.26,6.4,0.31,13.2,0.046,0.41,57.0,205.0,0.9975,3.17,9.6,5,low quality
white wine,0.37,6.3,0.255,1.1,0.04,0.39,37.0,114.0,0.9905,3.0,10.9,6,medium quality
red wine,0.6,11.5,0.3,2.0,0.067,0.97,12.0,27.0,0.9981,3.11,10.1,6,medium quality
white wine,0.23,6.1,0.22,3.1,0.052000000000000005,0.42,15.0,104.0,0.9948,3.14,8.7,5,low quality
white wine,0.31,6.9,0.33,7.7,0.04,0.57,29.0,135.0,0.99226,3.11,12.3,5,low quality
red wine,0.08,7.1,0.69,2.1,0.063,0.6,42.0,52.0,0.99608,3.42,10.2,6,medium quality
red wine,0.17,7.4,0.64,5.4,0.168,0.5,52.0,98.0,0.99736,3.28,9.5,5,low quality
white wine,0.28,7.2,0.27,15.2,0.046,0.39,6.0,41.0,0.99665,3.17,10.9,6,medium quality
red wine,0.0,8.2,1.33,1.7,0.081,0.49,3.0,12.0,0.9964,3.53,10.9,5,low quality
red wine,0.42,7.5,0.52,2.3,0.087,0.61,8.0,38.0,0.9972,3.58,10.5,6,medium quality
white wine,0.3,6.2,0.37,6.6,0.34600000000000003,0.58,79.0,200.0,0.9954,3.29,9.6,5,low quality
white wine,0.36,6.8,0.28,1.6,0.04,0.66,25.0,87.0,0.9924,3.23,10.3,6,medium quality
white wine,0.31,6.5,0.17,1.5,0.040999999999999995,0.46,34.0,121.0,0.99092,3.06,10.5,6,medium quality
red wine,0.18,9.2,0.56,1.6,0.078,0.49,10.0,21.0,0.9957600000000001,3.15,9.9,5,low quality
red wine,0.06,7.1,0.62,1.3,0.07,0.48,5.0,12.0,0.9942,3.17,9.8,5,low quality
white wine,0.09,6.6,0.28,10.9,0.051,0.62,37.0,131.0,0.99566,2.93,9.5,6,medium quality
white wine,0.26,7.6,0.2,4.5,0.086,0.42,37.0,133.0,0.9963,3.15,9.2,5,low quality
white wine,0.29,6.4,0.105,1.1,0.035,0.55,44.0,140.0,0.9914200000000001,3.17,10.7,7,medium quality
white wine,0.49,7.0,0.18,5.3,0.04,0.4,34.0,125.0,0.9914,3.24,12.2,6,medium quality
white wine,0.49,6.4,0.145,5.4,0.048,0.44,54.0,164.0,0.9946,3.56,10.8,6,medium quality
red wine,0.44,11.6,0.47,1.6,0.147,0.86,36.0,51.0,0.99836,3.38,9.9,4,low quality
white wine,0.26,7.9,0.44,4.45,0.033,0.52,23.0,100.0,0.9911700000000001,3.17,12.7,6,medium quality
white wine,0.32,6.9,0.22,9.3,0.04,0.54,22.0,110.0,0.9958,3.34,10.7,7,medium quality
red wine,0.04,8.8,0.55,2.2,0.11900000000000001,0.6,14.0,56.0,0.9962,3.21,10.9,6,medium quality
red wine,0.06,6.8,0.59,6.0,0.06,0.59,11.0,18.0,0.9962,3.41,10.8,7,medium quality
white wine,0.41,8.0,0.23,1.1,0.048,0.47,35.0,150.0,0.9916799999999999,3.09,11.2,5,low quality
white wine,0.43,6.4,0.26,12.6,0.033,0.38,64.0,230.0,0.9974,3.08,8.9,5,low quality
white wine,0.22,6.3,0.495,1.8,0.046,0.54,31.0,140.0,0.9929,3.39,10.4,6,medium quality
white wine,0.29,7.5,0.38,4.9,0.021,0.48,38.0,113.0,0.99026,3.08,13.0,7,medium quality
white wine,0.26,5.9,0.19,7.4,0.034,0.42,33.0,123.0,0.995,3.49,10.1,6,medium quality
white wine,0.33,6.0,0.2,1.1,0.039,0.45,45.0,126.0,0.99051,3.31,11.6,7,medium quality
white wine,0.35,6.8,0.22,17.5,0.039,0.42,38.0,153.0,0.9994,3.24,9.0,6,medium quality
red wine,0.38,8.2,0.34,2.5,0.08,0.47,12.0,57.0,0.9978,3.3,9.0,6,medium quality
white wine,0.49,8.0,0.25,1.2,0.061,0.34,27.0,117.0,0.9938,3.08,9.4,5,low quality
red wine,0.63,11.7,0.45,2.2,0.073,0.69,7.0,23.0,0.99974,3.21,10.9,6,medium quality
white wine,0.22,6.9,0.4,5.95,0.081,0.57,76.0,303.0,0.99705,3.4,9.4,5,low quality
red wine,0.28,6.3,0.57,2.1,0.048,0.6,13.0,49.0,0.99374,3.41,12.8,5,low quality
white wine,0.3,7.2,0.28,10.7,0.044000000000000004,0.5,61.0,222.0,0.9972,3.14,9.1,6,medium quality
white wine,0.52,7.6,0.27,3.2,0.043,0.53,28.0,152.0,0.99129,3.02,11.4,6,medium quality
white wine,0.24,7.1,0.47,6.0,0.044000000000000004,0.56,11.0,77.0,0.9956,3.21,9.7,5,low quality
white wine,0.27,6.9,0.25,9.05,0.039,0.34,37.0,128.0,0.9936,3.27,11.3,8,high quality
white wine,0.28,6.4,0.31,2.5,0.039,0.38,34.0,137.0,0.98946,3.22,12.7,6,medium quality
white wine,0.33,7.3,0.26,11.8,0.057,0.55,48.0,127.0,0.9969299999999999,3.1,10.0,6,medium quality
white wine,0.29,6.6,0.36,1.6,0.021,0.61,24.0,85.0,0.98965,3.41,12.4,9,high quality
red wine,0.24,7.3,0.43,2.5,0.078,0.59,27.0,67.0,0.9964799999999999,3.6,11.1,6,medium quality
white wine,0.37,6.4,0.25,4.5,0.039,0.4,41.0,147.0,0.9921,3.18,11.1,7,medium quality
white wine,0.29,8.0,0.17,2.4,0.028999999999999998,0.33,52.0,119.0,0.98944,3.03,12.9,6,medium quality
white wine,0.42,6.3,0.33,17.2,0.037000000000000005,0.57,57.0,170.0,0.99884,3.26,9.4,6,medium quality
red wine,0.26,7.5,0.61,1.9,0.073,0.53,24.0,88.0,0.9961200000000001,3.3,9.8,5,low quality
red wine,0.55,10.4,0.41,3.2,0.076,0.89,22.0,54.0,0.9996,3.15,9.9,6,medium quality
red wine,0.21,7.0,0.36,2.3,0.086,0.54,20.0,65.0,0.9955799999999999,3.4,10.1,6,medium quality
red wine,0.0,5.6,0.66,2.2,0.087,0.63,3.0,11.0,0.9937799999999999,3.71,12.8,7,medium quality
white wine,0.39,6.9,0.22,6.0,0.035,0.33,44.0,141.0,0.9912299999999999,3.11,12.5,6,medium quality
red wine,0.11,10.0,0.69,1.4,0.084,0.47,8.0,24.0,0.9957799999999999,2.88,9.7,5,low quality
white wine,0.33,7.3,0.3,2.3,0.043,0.44,28.0,125.0,0.9908399999999999,3.34,12.6,7,medium quality
white wine,0.35,7.1,0.2,3.2,0.034,0.54,21.0,107.0,0.99195,3.11,11.1,6,medium quality
white wine,0.26,7.0,0.16,7.3,0.047,0.58,30.0,220.0,0.9962200000000001,3.38,10.1,6,medium quality
red wine,0.08,7.4,0.59,4.4,0.086,0.5,6.0,29.0,0.9974,3.38,9.0,4,low quality
white wine,0.28,6.5,0.43,12.0,0.055999999999999994,0.55,23.0,174.0,0.9986,3.31,9.3,5,low quality
white wine,0.56,5.3,0.23,0.9,0.040999999999999995,0.62,46.0,141.0,0.99119,3.16,9.7,5,low quality
red wine,0.01,6.1,0.59,2.1,0.055999999999999994,0.56,5.0,13.0,0.99472,3.52,11.4,5,low quality
white wine,0.31,6.4,0.15,1.1,0.044000000000000004,0.51,25.0,96.0,0.9932,3.54,10.3,6,medium quality
white wine,0.32,6.7,0.24,9.0,0.023,0.35,20.0,109.0,0.9926200000000001,3.34,12.6,6,medium quality
white wine,0.34,7.6,0.2,1.8,0.040999999999999995,0.66,42.0,148.0,0.99335,3.35,11.1,6,medium quality
white wine,0.46,5.2,0.22,6.2,0.066,0.42,41.0,187.0,0.9936200000000001,3.19,9.73333333333333,5,low quality
white wine,0.24,7.0,0.39,1.0,0.048,0.31,8.0,119.0,0.9923,3.0,10.1,4,low quality
white wine,0.34,7.6,0.37,3.2,0.027999999999999997,0.33,42.0,162.0,0.9903,3.01,12.4,6,medium quality
red wine,0.43,10.8,0.47,2.1,0.171,0.76,27.0,66.0,0.9982,3.17,10.8,6,medium quality
white wine,0.24,6.4,0.41,14.0,0.048,0.53,24.0,113.0,0.9982,3.44,9.8,6,medium quality
white wine,0.45,6.4,0.27,8.3,0.05,0.48,52.0,196.0,0.9955,3.18,9.5,5,low quality
red wine,0.34,9.2,0.36,1.6,0.062,0.67,5.0,12.0,0.9966700000000001,3.2,10.5,6,medium quality
red wine,0.55,11.6,0.32,2.8,0.081,0.92,35.0,67.0,1.0002,3.32,10.8,7,medium quality
white wine,0.31,7.8,0.18,12.2,0.053,0.53,46.0,140.0,0.998,3.06,8.9,6,medium quality
red wine,0.05,8.0,0.59,2.0,0.08900000000000001,0.61,12.0,32.0,0.99735,3.36,10.0,5,low quality
white wine,0.46,6.1,0.37,12.0,0.042,0.59,61.0,210.0,0.997,3.17,9.7,6,medium quality
white wine,0.34,6.5,0.26,16.3,0.051,0.42,56.0,197.0,1.0004,3.49,9.8,5,low quality
red wine,0.01,8.3,0.845,2.2,0.07,0.58,5.0,14.0,0.9967,3.32,11.0,4,low quality
red wine,0.49,9.8,0.25,2.7,0.08800000000000001,0.9,15.0,33.0,0.9982,3.42,10.0,6,medium quality
red wine,0.05,7.9,1.04,2.2,0.084,0.55,13.0,29.0,0.9959,3.22,9.9,6,medium quality
white wine,0.2,6.4,0.35,5.7,0.034,0.43,18.0,117.0,0.9944,3.33,10.1,5,low quality
white wine,0.32,6.4,0.24,14.9,0.047,0.5,54.0,162.0,0.9968,3.28,10.2,6,medium quality
white wine,0.25,8.6,0.23,11.3,0.031,0.4,13.0,96.0,0.99645,3.11,10.8,5,low quality
white wine,0.29,7.2,0.16,1.0,0.031,0.4,40.0,123.0,0.9895799999999999,3.12,12.1,7,medium quality
white wine,0.33,6.0,0.24,2.5,0.026000000000000002,0.5,31.0,85.0,0.9901399999999999,3.13,11.3,7,medium quality
white wine,0.3,6.9,0.28,8.3,0.026000000000000002,0.38,37.0,113.0,0.99139,2.99,12.3,8,high quality
white wine,0.27,7.1,0.2,9.6,0.037000000000000005,0.37,19.0,105.0,0.99444,3.04,10.5,7,medium quality
red wine,0.21,7.0,0.36,2.4,0.086,0.53,24.0,69.0,0.99556,3.4,10.1,6,medium quality
white wine,0.49,8.2,0.26,5.2,0.04,0.34,19.0,100.0,0.9941,3.12,10.1,6,medium quality
white wine,0.34,6.7,0.21,1.4,0.049,0.5,36.0,112.0,0.9909100000000001,3.02,11.0,6,medium quality
white wine,0.28,4.8,0.17,2.9,0.03,0.34,22.0,111.0,0.9902,3.38,11.3,7,medium quality
red wine,0.27,9.3,0.775,2.8,0.078,0.67,24.0,56.0,0.9984,3.31,10.6,6,medium quality
red wine,0.1,7.4,0.635,2.4,0.08,0.69,16.0,33.0,0.99736,3.58,10.8,7,medium quality
white wine,0.22,5.2,0.185,1.0,0.03,0.44,47.0,123.0,0.99218,3.55,10.15,6,medium quality
red wine,0.0,6.4,0.69,1.65,0.055,0.53,7.0,12.0,0.9916200000000001,3.47,12.9,6,medium quality
white wine,0.27,7.6,0.4,1.2,0.053,0.38,23.0,193.0,0.99164,3.22,11.6,5,low quality
white wine,0.22,6.3,0.18,5.6,0.047,0.54,45.0,147.0,0.9938299999999999,3.09,10.0,5,low quality
red wine,0.25,7.8,0.52,1.9,0.081,0.65,14.0,38.0,0.9984,3.43,9.0,6,medium quality
red wine,0.0,7.0,0.59,1.7,0.052000000000000005,0.47,3.0,8.0,0.996,3.41,10.3,5,low quality
white wine,0.44,6.4,0.28,7.1,0.048,0.48,49.0,179.0,0.9952799999999999,3.15,9.2,5,low quality
red wine,0.63,8.0,0.3,1.6,0.081,0.78,16.0,29.0,0.9958799999999999,3.3,10.8,6,medium quality
white wine,0.32,9.1,0.27,1.1,0.031,0.41,15.0,151.0,0.9936,3.03,10.6,5,low quality
white wine,0.49,7.7,0.39,7.7,0.036000000000000004,0.76,11.0,110.0,0.9966,3.33,10.0,6,medium quality
white wine,0.28,7.0,0.3,2.2,0.042,0.57,21.0,177.0,0.99166,3.2,11.4,5,low quality
white wine,0.34,7.0,0.21,8.0,0.057,0.59,19.0,101.0,0.9954,2.99,9.4,5,low quality
white wine,0.46,7.9,0.64,10.6,0.244,0.74,33.0,227.0,0.9983,2.87,9.1,3,low quality
white wine,0.49,8.3,0.21,19.8,0.054000000000000006,0.54,50.0,231.0,1.0012,2.99,9.2,5,low quality
white wine,0.26,6.5,0.18,1.4,0.040999999999999995,0.72,40.0,141.0,0.9941,3.34,9.5,6,medium quality
red wine,0.33,6.9,0.63,6.7,0.235,0.56,66.0,115.0,0.99787,3.22,9.5,5,low quality
white wine,0.59,8.1,0.36,13.6,0.051,0.39,60.0,134.0,0.9988600000000001,2.96,8.7,5,low quality
red wine,0.24,5.0,0.42,2.0,0.06,0.74,19.0,50.0,0.9917,3.72,14.0,8,high quality
red wine,0.46,9.4,0.395,4.6,0.094,0.64,3.0,10.0,0.99639,3.27,12.2,7,medium quality
